,t0,T1,K1,C1,T2,K2,C2,S0,Adj_S0
2167,2018-06-07,2018-06-15,1695.0,18.125,2018-09-21,1680.0,105.69999999999999,84.46499633789062,1689.2999267578125
2168,2018-06-07,2018-06-15,1700.0,15.825,2018-09-21,1690.0,100.42209452682741,84.46499633789062,1689.2999267578125
2169,2018-06-07,2018-06-15,1705.0,13.75,2018-09-21,1700.0,95.30000000000001,84.46499633789062,1689.2999267578125
2170,2018-06-07,2018-06-15,1710.0000000000002,11.825,2018-09-21,1710.0,88.62121429529329,84.46499633789062,1689.2999267578125
2171,2018-06-07,2018-06-15,1714.9999999999998,10.15,2018-09-21,1720.0000000000002,85.575,84.46499633789062,1689.2999267578125
2172,2018-06-07,2018-06-15,1720.0,8.65,2018-09-21,1750.0,72.125,84.46499633789062,1689.2999267578125
2173,2018-06-07,2018-06-15,1725.0000000000002,7.325,2018-09-21,1800.0,53.324999999999996,84.46499633789062,1689.2999267578125
2174,2018-06-07,2018-06-15,1730.0,6.175,2018-09-21,1839.9999999999998,41.06414572315377,84.46499633789062,1689.2999267578125
2175,2018-06-07,2018-06-15,1732.5,5.656110980002455,2018-09-21,1880.0,31.25,84.46499633789062,1689.2999267578125
2176,2018-06-07,2018-06-15,1734.9999999999998,5.225,2018-09-21,1920.0,23.425,84.46499633789062,1689.2999267578125
2177,2018-06-07,2018-06-15,1750.0,3.1,2018-09-21,2000.0,12.850000000000001,84.46499633789062,1689.2999267578125
2178,2018-06-07,2018-06-15,1797.4999999999998,0.6100000000000001,2018-09-21,2100.0,5.975,84.46499633789062,1689.2999267578125
2179,2018-06-07,2018-06-15,1800.0000000000002,0.56,2018-09-21,2400.0,0.8,84.46499633789062,1689.2999267578125
2180,2018-06-08,2018-06-15,1660.0,31.825,2018-09-21,1400.0,307.125,84.19950103759766,1683.9900207519531
2181,2018-06-08,2018-06-15,1670.0,24.6,2018-09-21,1520.0,205.97500000000002,84.19950103759766,1683.9900207519531
2182,2018-06-08,2018-06-15,1675.0,21.325419751546626,2018-09-21,1600.0,147.95,84.19950103759766,1683.9900207519531
2183,2018-06-08,2018-06-15,1680.0,18.35,2018-09-21,1630.0,128.625,84.19950103759766,1683.9900207519531
2184,2018-06-08,2018-06-15,1682.5,16.80871174790638,2018-09-21,1640.0,121.51391534172454,84.19950103759766,1683.9900207519531
2185,2018-06-08,2018-06-15,1684.9999999999998,15.580077156741892,2018-09-21,1670.0,105.25,84.19950103759766,1683.9900207519531
2186,2018-06-08,2018-06-15,1687.5000000000002,14.3,2018-09-21,1680.0,100.12430087866183,84.19950103759766,1683.9900207519531
2187,2018-06-08,2018-06-15,1690.0,13.024999999999999,2018-09-21,1690.0,93.34100340428012,84.19950103759766,1683.9900207519531
2188,2018-06-08,2018-06-15,1694.9999999999998,10.875,2018-09-21,1700.0,90.58210335012593,84.19950103759766,1683.9900207519531
2189,2018-06-08,2018-06-15,1700.0,9.0,2018-09-21,1720.0,78.5765655498936,84.19950103759766,1683.9900207519531
2190,2018-06-08,2018-06-15,1705.0,7.3500000000000005,2018-09-21,1740.0,71.075,84.19950103759766,1683.9900207519531
2191,2018-06-08,2018-06-15,1710.0,5.949999999999999,2018-09-21,1750.0,66.925,84.19950103759766,1683.9900207519531
2192,2018-06-08,2018-06-15,1720.0000000000002,3.8249999999999997,2018-09-21,1799.9999999999998,48.599999999999994,84.19950103759766,1683.9900207519531
